TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load,matched_load,matched_date,deltas,Ref_Pscav,Ref_Pcomp,Ref_Pmax,Ref_Texh,Ref_Ntc,Ref_Ntc_Pscav,Ref_Pcomp_Pscav,Ref_PR
57.28528,1.4626987,300.79868,9970.789,117.961975,60.892303,7467.489,44.43118,53.465782,53.451193888888895,2022-08-15 19:00:00,0.014588111111102364,1.5206141471862793,58.5796012878418,110.12947845458984,306.23687744140625,10494.11328125,7019.07373046875,39.506317138671875,53.75046157836914
57.65076,1.4439526,300.34845,10055.959,120.39914,60.00941,7490.4697,43.746407,54.352715,54.4100475,2022-08-20 21:00:00,0.05733249999999401,1.5792572498321533,59.85249328613281,111.5191421508789,307.62518310546875,10605.3291015625,6977.8115234375,39.694549560546875,55.609840393066406
57.47744,1.4368203,299.67017,9989.007,119.41925,62.730198,7625.1484,44.175724,54.276775,54.27979805555555,2022-07-26 13:00:00,0.0030230555555519345,1.5577878952026367,59.57561111450195,112.25383758544922,305.9223937988281,10571.353515625,6854.9580078125,39.303993225097656,55.20199203491211
58.255302,1.5309778,299.15228,10109.515,119.546776,61.17353,7420.0723,44.058376,54.1107,53.96635972222222,2022-09-04 04:00:00,0.14434027777777914,1.5751595497131348,59.61961364746094,114.01643371582031,306.1347961425781,10600.5625,6973.37060546875,39.45869445800781,56.007564544677734
58.204227,1.4879149,298.8358,9841.875,120.71236,58.897045,7399.5645,43.362392,55.562405,55.45381,2022-08-19 15:00:00,0.10859500000000111,1.6074824333190918,60.71728515625,113.91011810302734,307.4563293457031,10686.845703125,6912.06396484375,39.57596969604492,57.63827133178711
58.18286,1.5020614,299.59036,9987.044,121.39484,61.12016,7410.7754,42.60793,54.414597,54.4100475,2022-08-20 21:00:00,0.004549500000003093,1.5792572498321533,59.85249328613281,111.5191421508789,307.62518310546875,10605.3291015625,6977.8115234375,39.694549560546875,55.609840393066406
58.045208,1.4791294,302.8816,10029.977,121.47743,61.237,7385.2153,43.0698,54.770653,54.76861602706711,2022-08-18 21:00:00,0.002036972932891956,1.5785468816757202,59.65082931518555,112.85608673095703,305.48150634765625,10602.166015625,7008.75390625,40.021507263183594,57.25053405761719
58.142296,1.5260885,303.1875,10118.498,120.85901,60.70697,7376.7124,43.50376,56.233402,56.05270166666667,2022-08-18 22:00:00,0.18070033333332702,1.627882957458496,60.9023551940918,115.31653594970703,307.3614807128906,10738.1171875,6863.93994140625,39.4266357421875,57.81875228881836
58.03581,1.50469,304.1179,9914.056,122.11118,64.113556,7331.7285,43.842743,56.4397,56.05270166666667,2022-08-18 22:00:00,0.3869983333333309,1.627882957458496,60.9023551940918,115.31653594970703,307.3614807128906,10738.1171875,6863.93994140625,39.4266357421875,57.81875228881836
57.895267,1.4902524,302.11777,10055.814,120.29196,63.29022,7477.7773,42.76997,55.806923,55.801009444444446,2022-08-20 18:00:00,0.0059135555555513974,1.6296864748001099,61.25452423095703,113.61956787109375,310.2491455078125,10759.9345703125,6852.25048828125,39.032405853271484,57.51884078979492
58.345245,1.4739679,302.79172,9974.623,122.52165,62.498566,7381.7563,43.06089,55.29322,55.45381,2022-08-19 15:00:00,0.16058999999999912,1.6074824333190918,60.71728515625,113.91011810302734,307.4563293457031,10686.845703125,6912.06396484375,39.57596969604492,57.63827133178711
58.86942,1.5162777,303.69006,9919.44,121.16924,61.580944,7340.6196,43.447414,55.74125,55.801009444444446,2022-08-20 18:00:00,0.059759444444445364,1.6296864748001099,61.25452423095703,113.61956787109375,310.2491455078125,10759.9345703125,6852.25048828125,39.032405853271484,57.51884078979492
58.63838,1.5073409,302.91797,9987.32,122.27462,62.642387,7566.947,43.281925,55.390175,55.45381,2022-08-19 15:00:00,0.06363499999999789,1.6074824333190918,60.71728515625,113.91011810302734,307.4563293457031,10686.845703125,6912.06396484375,39.57596969604492,57.63827133178711
58.283573,1.5304695,301.6733,9880.915,121.5074,62.172432,7631.1406,43.1703,56.284836,56.05270166666667,2022-08-18 22:00:00,0.23213433333332745,1.627882957458496,60.9023551940918,115.31653594970703,307.3614807128906,10738.1171875,6863.93994140625,39.4266357421875,57.81875228881836
58.402836,1.505696,305.76315,9957.971,122.926414,63.08423,7268.42,42.573677,56.07342,56.05270166666667,2022-08-18 22:00:00,0.02071833333332762,1.627882957458496,60.9023551940918,115.31653594970703,307.3614807128906,10738.1171875,6863.93994140625,39.4266357421875,57.81875228881836
59.211727,1.5246241,307.16336,10197.022,121.94986,63.80877,7218.129,42.609154,55.76218,55.801009444444446,2022-08-20 18:00:00,0.03882944444444547,1.6296864748001099,61.25452423095703,113.61956787109375,310.2491455078125,10759.9345703125,6852.25048828125,39.032405853271484,57.51884078979492
58.927734,1.5205578,305.1534,9944.975,123.06683,64.42488,7383.462,42.584255,56.757545,57.0119975,2022-08-19 14:00:00,0.2544524999999993,1.6669672727584839,62.282806396484375,116.81256866455078,309.41851806640625,10846.8818359375,6755.4541015625,38.9443359375,59.274505615234375
58.53325,1.4940504,307.2823,10026.295,122.132996,63.63933,7749.8936,42.827946,56.28263,56.05270166666667,2022-08-18 22:00:00,0.2299283333333264,1.627882957458496,60.9023551940918,115.31653594970703,307.3614807128906,10738.1171875,6863.93994140625,39.4266357421875,57.81875228881836
58.900803,1.5029824,307.85263,10011.504,124.9403,65.05432,7565.774,42.58241,56.502193,56.05270166666667,2022-08-18 22:00:00,0.44949133333332725,1.627882957458496,60.9023551940918,115.31653594970703,307.3614807128906,10738.1171875,6863.93994140625,39.4266357421875,57.81875228881836
59.205395,1.513969,309.66034,10007.162,125.83016,64.2964,7404.972,42.162857,56.624973,57.0119975,2022-08-19 14:00:00,0.38702450000000255,1.6669672727584839,62.282806396484375,116.81256866455078,309.41851806640625,10846.8818359375,6755.4541015625,38.9443359375,59.274505615234375
59.169598,1.5424513,307.94223,10012.697,124.02355,64.91828,7407.2856,43.10199,57.23464,57.0119975,2022-08-19 14:00:00,0.2226424999999992,1.6669672727584839,62.282806396484375,116.81256866455078,309.41851806640625,10846.8818359375,6755.4541015625,38.9443359375,59.274505615234375
