TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load(ems)
63.90729,1.8030384,314.93314,11071.129,80.90241,20.927969,6426.944,35.779896,52.28629
64.627846,1.809842,323.83075,11062.23,81.04772,20.437918,6398.3257,35.216713,51.70854
64.33144,1.6799182,321.99515,10976.667,81.0304,20.894072,6488.331,34.857788,51.761833
63.71468,1.7666807,316.45786,11330.294,80.77963,20.736443,6480.885,34.824745,51.5422
64.28052,1.6543059,320.94498,11074.287,80.96719,20.920973,6465.1914,35.740486,50.953136
64.1917,1.8393084,329.15082,11375.596,80.98206,20.833092,6382.767,35.93563,51.418926
63.749104,1.8351876,321.5173,11193.602,80.91614,20.979565,6392.498,35.95849,51.3616
65.12961,1.7790874,317.52158,11112.919,80.976616,20.854767,6428.1826,35.88521,51.147137
64.581154,1.79066,316.97903,11145.704,80.98804,20.722605,6354.5894,35.42928,51.521397
63.871784,1.7143594,322.65558,10941.615,80.8617,20.986073,6349.421,35.844173,50.98721
62.963295,1.7741548,322.4552,11120.568,80.96269,20.75855,6486.888,36.091213,51.12469
64.20956,1.8276359,313.9699,10867.545,80.75703,20.920454,6434.912,36.237175,49.74854
64.285324,1.7991208,326.30765,11060.791,80.82814,20.904556,6460.5947,35.694252,51.45369
64.218994,1.7657182,325.33618,11033.713,80.81384,21.033264,6330.118,35.89789,51.008255
63.932926,1.8145137,326.4045,11125.63,80.45621,21.01774,6507.5654,36.10707,49.174374
63.752926,1.7495112,317.6899,10701.157,80.8259,20.816319,6409.8975,36.071087,50.551205
64.00708,1.739115,320.36798,10631.672,80.78285,21.018152,6465.45,36.0656,49.796112
63.877327,1.7805964,319.9223,10932.682,80.88185,21.119135,6406.729,36.13105,50.248802
65.1335,1.7976456,325.66586,10681.942,80.680214,21.017164,6549.9253,36.001522,50.19801
65.06659,1.6606035,313.8733,10898.172,80.75159,20.730673,6580.0347,36.463,50.636097
64.67299,1.8056127,326.1393,10731.222,80.71904,20.990028,6562.7744,36.006462,49.446747
63.747925,1.7393812,324.29858,10849.076,80.54876,21.053198,6633.185,36.365208,50.08252
64.12633,1.778112,325.84402,10635.104,80.76017,20.961327,6428.3623,36.45478,50.75604
63.698822,1.7891147,316.72427,10681.514,80.32218,20.991081,6503.2754,36.83294,49.300053
64.26088,1.6752892,323.24518,10631.778,80.498184,21.03491,6622.048,36.380047,50.430157
63.680103,1.6659421,326.25232,10797.336,80.372475,20.973675,6442.1387,36.10431,48.75573
63.24245,1.8066235,317.8471,10683.232,80.68533,20.61266,6506.922,36.528946,50.237103
65.052895,1.761263,323.9824,10637.07,80.72222,20.944792,6588.778,36.186035,49.87798
63.423157,1.6771599,324.3222,10637.253,80.373795,21.072348,6536.956,36.00336,48.763844
62.137886,1.6718464,323.5995,10596.987,80.64857,20.568016,6540.8403,36.05514,48.461456
63.946915,1.7084564,321.53473,10618.102,80.186295,20.7695,6332.3765,36.294292,49.273163
64.15921,1.7631886,325.14163,10620.13,80.36831,20.812653,6515.337,36.686028,50.68367
64.105194,1.8190925,323.92047,10656.981,80.621666,20.739677,6623.5483,36.130333,49.873615
64.30763,1.6829071,320.44717,10635.52,80.5066,20.62945,6630.2095,36.390923,49.105152
64.60949,1.7731402,324.87662,10755.418,80.6047,21.127886,6544.8784,35.92866,50.181488
62.85447,1.7417887,322.78903,10627.237,80.49799,20.84222,6346.108,36.031025,49.936317
64.04454,1.6883733,322.63535,10634.209,80.385994,20.992159,6511.151,35.983624,50.015614
64.93406,1.7625396,324.09164,10622.589,80.36651,21.017727,6572.7554,35.87255,50.105824
63.11365,1.8063846,316.49957,10795.786,80.28049,20.911228,6582.477,36.27158,49.48169
63.616245,1.701327,325.2901,10629.967,80.353615,20.870617,6388.537,36.20829,50.30519
64.45263,1.7788332,324.25674,10636.618,80.18651,20.973629,6559.57,36.380253,48.233494
63.926064,1.7748288,326.1222,10774.313,80.37597,20.944714,6574.5312,36.243,49.634644
64.0369,1.8004559,310.46585,10756.025,80.5712,20.754166,6435.8267,36.553207,49.561985
64.48916,1.7497205,323.44653,10743.504,80.47272,20.86777,6359.325,35.783497,50.815624
63.832127,1.790747,321.32828,10621.592,80.228134,21.04603,6555.6035,36.61312,49.96743
64.78234,1.7725632,317.91745,10644.029,80.484436,21.003689,6414.5327,36.210518,48.336914
64.52599,1.7800727,321.64777,10722.464,80.33328,20.77999,6558.4116,36.5464,50.711235
64.31896,1.7231238,323.29462,10617.588,80.49382,20.72439,6572.6777,35.995182,49.638725
63.557854,1.7445108,318.87106,10805.365,80.560394,20.931654,6601.5435,36.507847,50.328255
63.904037,1.7829652,323.6468,10810.367,80.28116,20.92665,6509.477,36.51062,50.275223
63.482502,1.7194211,310.3382,10617.852,80.17873,21.036718,6531.9565,36.45357,48.977295
63.561665,1.7460598,319.43582,10620.858,80.255745,20.87161,6559.044,35.798923,50.612617
64.87194,1.7014964,322.4876,10639.858,80.16161,21.085688,6462.798,36.25526,49.289467
65.001785,1.7882478,319.24237,10686.248,80.42017,21.005949,6308.9126,35.58827,50.276768
64.787384,1.803679,323.056,10683.143,80.221146,20.78432,6604.5796,36.56932,49.90684
64.32349,1.6098115,323.95502,10619.614,80.430756,20.91966,6431.4507,36.54202,49.512955
63.394203,1.7825606,319.60587,10774.318,80.04355,20.596037,6472.307,36.460518,50.39187
64.741776,1.7503681,322.12915,10628.381,80.53721,20.97846,6571.787,36.02526,50.21973
63.55395,1.7651778,323.65402,10784.589,80.62417,20.62441,6496.691,35.64673,48.92115
63.842777,1.6887891,317.70575,10717.137,80.42599,20.922089,6562.2046,36.367805,50.212288
62.538498,1.7364715,319.89996,10624.945,79.90179,21.096657,6651.3726,36.38591,49.488514
63.961864,1.745342,321.4222,10627.974,80.55201,20.796581,6584.0645,36.700516,48.163593
64.67226,1.7849865,323.66827,10766.131,80.405106,20.835192,6575.6562,35.991352,49.61084
64.56209,1.7362585,319.0813,10624.491,80.18568,20.645845,6558.9146,36.19566,50.00293
61.751118,1.7746359,318.47485,10649.901,80.28953,20.566181,6637.3687,36.12649,49.393513
64.93135,1.7853706,321.8478,10718.137,80.374695,20.705011,6548.089,36.481125,49.67632
63.056297,1.7433375,316.236,10643.76,80.01311,20.946115,6360.5747,35.8638,49.94499
63.816933,1.7333732,321.87445,10767.897,80.116745,20.917301,6533.251,36.49307,50.434105
64.41132,1.7266244,320.54282,10633.705,80.60791,20.982868,6617.5493,36.18614,49.455418
64.52569,1.7002618,310.16217,10637.772,80.454575,21.04435,6542.748,36.682194,49.984993
63.595932,1.7476381,323.64368,10614.362,80.29003,20.903748,6531.661,36.39641,49.696888
64.913345,1.761365,317.22565,10738.378,80.37307,20.95426,6599.658,36.53857,48.70829
64.19569,1.6104836,323.3604,10642.5,80.62702,20.959763,6612.8613,36.493156,48.61168
63.110508,1.7652451,309.6724,10673.217,79.82479,20.983107,6522.63,35.937748,49.88634
64.154205,1.7268541,325.78024,10726.635,80.03901,20.850708,6539.3374,36.47971,49.269756
64.80109,1.7848892,320.7723,10631.389,80.16774,21.088892,6500.6323,36.801758,50.196514
61.97239,1.730418,317.5618,10607.206,80.098816,20.961555,6535.603,36.21489,48.40726
62.324726,1.7814238,306.7521,10686.52,80.064575,20.947428,6601.5005,35.626484,49.67036
63.472664,1.7950463,319.13153,10746.738,80.131195,20.989954,6573.563,35.73943,50.251923
64.34075,1.7374088,318.3421,10619.423,79.67747,20.87753,6547.795,36.4193,47.837807
64.82743,1.7755234,316.61426,10618.557,79.82208,20.739239,6604.4653,36.41927,48.955
64.821556,1.7761018,320.508,10734.902,79.69406,20.746534,6568.747,35.572685,48.688194
64.93184,1.6963716,309.81137,10628.327,80.34522,21.011404,6608.094,35.832455,49.766422
64.884094,1.7936941,320.99503,10803.878,80.16062,21.107693,6541.4653,36.511517,49.925995
64.745026,1.6942761,315.91943,10724.333,79.79722,20.645996,6565.989,36.57401,49.099426
63.355736,1.759857,323.00476,10591.657,80.03532,20.482643,6547.2495,36.18825,50.35424
63.819664,1.7836041,321.37808,10599.762,79.90959,21.07178,6521.9087,36.345913,49.36796
63.404064,1.8005792,317.5973,10624.563,79.88985,20.93102,6548.4277,36.314396,49.97276
63.75227,1.7460905,317.27893,10635.004,79.88083,20.753845,6647.551,36.53501,48.78124
64.32123,1.7202055,309.9877,10741.638,80.0875,21.014465,6532.2,35.952534,49.876698
64.77176,1.7405761,315.8,10645.078,79.82818,20.886276,6603.929,36.091137,48.933464
64.86693,1.7722362,308.79843,10614.565,80.49443,20.740269,6562.903,35.84824,49.1742
64.43037,1.8116591,318.30023,10634.698,80.47055,20.62199,6503.443,36.173473,50.882328
63.748665,1.7723141,316.29602,10983.309,80.31851,20.976154,6537.9365,35.644733,50.995575
62.7872,1.7729034,321.6157,10838.54,80.50642,20.531708,6426.784,36.518112,50.974804
64.71637,1.7093316,314.84808,11019.96,80.15201,20.929256,6502.3853,36.01866,50.77378
64.22371,1.6755126,319.71405,10684.48,80.50305,20.591753,6432.874,35.887646,50.64456
65.08135,1.6684812,316.75806,10689.164,79.91559,21.02427,6417.101,36.408543,50.99185
64.92526,1.7034515,320.29672,11069.136,80.049576,20.948627,6442.513,36.116432,50.3329
65.380615,1.8610687,320.9524,11000.491,80.542534,20.955976,6391.9043,35.828785,50.798965
62.877197,1.7911792,309.4214,11005.788,79.86533,20.41125,6484.0693,36.265327,51.29647
63.70037,1.837734,320.51517,11043.474,80.86451,20.63495,6517.95,36.035694,51.31629
65.27929,1.8322058,319.13174,10814.807,80.53047,20.79868,6486.471,35.4613,50.981674
65.26002,1.7544049,319.7749,10893.982,80.44545,20.438557,6448.2773,36.076603,50.246956
65.64997,1.8808868,318.04895,10742.533,80.781136,20.945978,6461.956,35.517967,49.357567
64.42136,1.8342634,320.7618,10971.8955,80.89011,21.027695,6417.1143,35.42199,51.94345
65.077614,1.7381916,319.33334,11173.499,80.85906,20.801165,6383.4966,35.683483,51.50045
65.148766,1.6952507,309.68225,11095.294,80.87381,20.719847,6441.4956,35.391777,51.475304
64.904816,1.8229907,319.99258,11017.131,80.85001,20.927578,6478.1616,36.052776,51.624535
63.54162,1.6894975,314.90778,10982.884,80.58908,20.722235,6228.559,35.529396,52.328625
66.0168,1.8084085,318.3256,11101.954,80.66835,20.614702,6448.29,35.67901,51.864758
65.5841,1.7359065,318.34158,11093.863,81.05288,20.738258,6391.164,35.695713,51.29477
64.16137,1.8363036,319.434,11015.223,81.19796,20.917864,6404.2607,35.66474,51.640083
65.45705,1.7693622,319.2786,11072.927,80.76803,20.961103,6432.0576,35.138714,52.119976
65.566475,1.8669535,317.1213,11091.942,80.26632,21.028532,6350.367,35.75105,51.098877
66.23706,1.8377762,320.89984,11312.176,80.77565,21.017452,6435.625,35.677868,51.42355
65.74763,1.8180524,319.79736,11337.292,80.86206,20.881952,6291.5776,35.47707,52.58967
66.76523,1.7875705,307.6621,11085.76,80.77718,20.702568,6325.2817,35.459747,52.314663
65.449165,1.7968894,325.6156,11418.874,81.06701,20.74138,6263.5166,35.698963,52.18574
65.475204,1.8388333,321.84824,11315.626,80.97228,20.778307,6321.8022,35.68866,51.980343
65.73655,1.9883245,318.483,11122.076,81.313644,20.579731,6422.056,35.78552,52.569206
64.44507,1.9868277,332.37097,10933.537,80.61815,20.595058,6222.7114,35.243423,51.9934
65.96687,1.8281825,320.21368,11092.233,81.13704,20.617964,6320.1865,35.657223,52.297028
66.61083,1.8454603,321.23444,11308.951,81.17971,20.924648,6332.538,35.058437,52.761597
65.42081,1.7714905,309.89883,11292.296,81.63086,20.933014,6319.0938,34.925545,52.19143
65.62475,1.7945558,316.9721,11422.944,81.67147,20.841516,6309.357,35.157906,52.65891
64.91975,1.8311791,309.4195,11111.728,81.57496,20.843569,6376.434,35.382114,52.682716
66.564476,1.8108284,320.55353,11018.566,81.51334,21.030365,6309.7754,35.567677,52.721653
65.66836,1.8416713,317.56372,11212.577,82.285095,20.826212,6329.712,35.339855,52.64988
65.51403,1.8270303,314.79788,11585.088,81.266464,20.657875,6307.2983,34.83558,52.58818
66.60622,1.7485596,314.1403,10950.097,81.30122,21.035633,6293.025,34.89985,52.30999
65.44295,1.8386407,309.27264,11185.172,80.995674,21.05311,6307.601,35.013245,52.706005
66.75724,1.9684268,319.3,11362.325,80.8264,21.145737,6232.7188,35.061787,52.78458
66.55717,1.8431234,309.05267,11412.996,80.6743,20.754143,6266.0664,34.645363,52.66802
65.503105,1.8364844,309.76474,11300.563,80.82967,21.036982,6333.595,34.96584,52.253407
65.594536,2.0052974,322.32492,11141.455,81.91081,21.018461,6204.3276,35.03958,52.456844
65.68437,1.837505,319.21603,10793.346,82.34756,21.030441,6223.965,34.67854,52.681366
65.587036,1.7486963,319.50266,11049.289,81.90474,20.874224,6317.4487,35.12448,52.819496
66.78964,2.011563,314.65237,11466.921,82.28965,20.945892,6227.648,34.86753,52.893547
65.2032,1.8012339,315.112,11417.04,82.677986,20.884317,6116.5254,34.930737,52.566765
64.9298,2.0079274,315.551,11227.613,82.6119,20.396828,6046.424,35.38462,52.85008
65.74742,1.8887486,321.55435,11084.599,81.40117,20.749035,6176.6245,34.673798,53.289143
65.61004,2.0893402,319.123,11468.034,80.77824,20.852144,6200.5938,35.15887,52.92026
66.71984,1.8971552,323.73712,11610.202,81.10526,20.77265,6211.1777,34.630478,52.880825
65.37244,1.778631,318.34155,11506.908,81.597305,20.87708,6279.494,34.419987,52.6914
66.24028,2.0490286,321.96674,11543.237,81.38383,20.758436,6201.441,35.065144,52.855255
66.840454,1.7674402,313.43073,11673.815,82.31886,20.837677,5953.369,34.845596,52.89948
66.731026,1.7873762,327.7757,11478.713,81.09386,20.883404,6272.3057,34.766586,52.74935
66.470856,2.008254,325.2822,11115.906,83.0628,21.075233,6164.1875,34.555367,52.927517
66.36168,1.772778,322.8208,11409.913,83.04737,21.14953,5926.221,34.63197,53.017555
67.262024,1.8202189,324.58923,11161.965,81.90762,20.64872,6171.6826,35.3016,52.801624
65.715706,1.808148,319.1907,11236.385,81.887276,21.102533,6257.052,34.881886,53.12951
65.636,1.982537,324.89185,11598.496,82.669365,21.023361,6129.4233,34.715298,52.92347
65.48249,1.843298,313.7372,11469.993,82.55443,21.078844,6310.2954,35.15261,52.592133
67.176704,1.7756929,315.5672,11597.84,83.095665,21.161886,6051.337,34.500114,52.809383
66.654045,2.0392964,326.7618,11448.672,81.82105,21.121868,6057.498,34.728928,53.06316
66.87645,2.008183,323.73584,11562.333,82.19804,21.147326,6006.8623,34.351856,53.009716
66.975975,1.842101,317.57422,11481.503,82.90874,21.132149,6204.5806,35.0635,52.64956
66.682144,1.9888711,319.3974,11616.718,83.200226,20.601734,6177.1855,34.77044,53.03219
67.07053,1.9066482,313.34756,11563.98,82.52467,21.19872,6088.008,34.67078,52.713833
65.139275,1.9648482,310.01538,11572.883,83.144936,21.028267,6253.114,34.85796,53.18073
65.33771,1.9652939,315.53674,11227.083,83.5478,21.078255,6116.252,34.35639,53.21138
65.81373,1.7967478,320.84604,11466.958,82.35303,20.755507,6174.409,34.53183,52.89183
65.69215,2.0147028,322.37048,11446.659,82.29092,20.68464,6163.289,35.25442,52.608627
66.30684,1.8438582,315.25653,11485.833,82.314835,20.837194,6190.3086,34.373,52.92468
65.77074,1.8453751,317.76706,11450.317,83.03538,20.875078,6211.048,34.863903,52.527283
65.56411,1.9003549,320.81717,11437.387,82.38699,21.015211,6097.735,34.815437,53.107025
65.6314,1.977466,314.28354,11427.075,81.89181,20.959768,6134.0366,34.96326,52.92711
66.394295,1.8947927,320.81683,11357.46,82.7936,21.105743,6036.297,34.823402,53.185722
66.16685,1.9565318,316.28055,11430.063,83.01072,20.843267,6314.1206,34.267063,53.065098
65.55963,1.8330356,316.0105,11484.75,82.067474,20.649933,6197.676,34.657513,52.93076
64.81563,1.8426385,319.37006,11564.285,82.886604,21.10402,6095.8896,34.82693,53.068214
66.22637,1.8413308,324.46494,11060.035,83.03606,20.89083,6102.2007,34.677963,53.1981
65.9662,1.8431361,316.25803,11291.946,81.36459,20.825975,6029.859,34.279278,53.008553
66.84008,1.79721,316.97742,11543.807,82.8075,20.838863,6106.792,34.81862,52.85719
65.137054,1.9038086,317.94452,11606.153,83.265625,21.167416,6214.1753,34.90725,52.633644
65.69749,1.893255,318.9488,11382.126,83.83662,21.15981,6248.3433,34.891766,52.836414
66.679405,1.8440268,318.12366,11412.318,82.72805,20.737764,6080.8066,34.75701,52.94289
65.45221,2.0316932,320.61896,11266.1,82.60328,21.088556,6110.1777,34.33235,53.13671
65.752846,1.8130355,314.02045,11530.221,81.483215,20.939512,6036.3345,35.053932,53.257706
66.568665,1.8435769,317.1832,11428.296,81.87632,21.094933,6043.548,34.890476,52.471867
66.17373,1.8228681,319.63922,11580.685,83.09185,21.148571,6132.7188,34.185963,52.85884
65.72921,1.9921392,318.25333,11388.281,82.150215,21.093418,6278.7183,34.36508,52.84893
65.485306,1.802044,317.47714,11497.715,82.702995,20.862528,6038.1064,34.17337,49.95215
65.28183,1.7927916,329.66574,11467.563,82.063515,21.074436,6193.068,34.683514,53.16231
65.71284,1.8653736,313.5234,11385.542,82.746506,20.876925,6022.899,34.539207,53.10402
65.628914,1.7991523,324.08752,11047.668,83.13333,20.983627,6235.6646,34.80012,52.891144
65.7946,1.9715198,321.08206,11380.566,82.00925,21.177761,6283.835,34.650246,52.908672
66.24062,1.8263576,332.26172,11328.292,81.88308,20.959984,6259.1313,34.310276,53.128143
66.71497,1.8146416,319.72443,11314.304,82.22194,20.838453,6172.009,34.792923,52.828087
65.673134,1.7064449,328.35745,11336.706,83.69911,21.100336,6029.9653,34.894104,53.320282
66.47215,1.8365858,324.9773,11595.533,81.769966,21.273785,6177.1787,34.378815,52.879147
65.71562,1.8178949,318.17508,11566.128,82.70761,21.019028,6215.784,34.66345,52.793507
65.26901,1.9875288,321.5095,11344.212,81.903755,21.141819,6248.759,34.973595,52.629147
65.809235,1.8220394,329.65103,10863.02,81.46339,21.215689,6238.9985,34.608025,52.916515
65.7606,1.8228375,328.9385,11448.6455,82.609055,20.935837,6192.2036,35.31634,52.929157
65.85633,1.8121356,317.92822,11461.769,81.99009,21.206566,6277.782,34.921566,53.049236
65.733406,1.8420348,318.77707,11254.315,82.28649,20.988195,6178.466,34.81006,52.64502
66.436745,1.8376459,319.23303,11346.621,82.623474,21.091312,6229.09,35.1387,52.895473
65.39752,1.9352596,317.91446,11590.711,82.78364,21.140593,6245.6123,34.820263,52.470818
65.24278,1.6910995,309.31155,11490.888,82.31545,20.940317,6229.7075,35.30736,52.45825
65.7941,1.8322635,328.94022,11475.779,82.977615,21.071657,6236.0513,35.323235,52.66817
65.93518,1.8318545,319.6114,10894.344,82.093285,20.973543,6198.454,35.394512,52.820442
65.70602,1.8230739,314.9428,11286.573,81.01811,21.03267,6281.335,34.99539,52.754158
66.74865,1.8097903,323.516,11494.608,82.290115,20.822514,6168.5356,35.202606,53.056534
65.72028,1.9966187,316.48816,10586.868,81.1057,21.126612,6123.6597,35.370327,52.56944
66.18313,1.7860332,319.21643,11109.043,82.10754,21.190779,6215.7085,35.540703,52.703583
66.198135,1.8156068,318.10526,11058.891,81.35229,20.638737,6201.4204,35.361465,51.79607
65.73755,1.7874721,318.6559,11164.6455,82.253914,20.92629,6187.656,34.94495,52.476597
65.50621,1.8259481,324.20798,11475.835,81.858765,20.912596,6406.1846,35.196495,52.94797
66.12337,1.810932,318.37195,11040.858,81.592735,21.309584,6298.4863,35.546627,52.62725
66.28352,1.776039,321.6107,11100.8955,80.469086,21.20908,6290.326,35.786842,52.135017
65.33999,1.8782617,326.76068,10628.473,82.05907,20.952076,6162.899,35.410286,52.287502
65.47288,1.7401735,314.04416,10638.912,81.20224,21.219126,6262.519,35.676945,52.602085
66.49806,1.75302,307.51428,11139.778,81.90978,21.002317,6217.1733,35.77119,52.07147
66.29357,1.7935764,313.54532,10738.776,80.20706,20.918222,6268.0566,35.34168,52.242413
65.74555,1.8064355,315.06534,10819.576,80.9572,21.25217,6261.7017,35.345802,52.379158
65.470406,1.7539874,322.3764,10688.129,81.06779,21.149649,6335.9883,35.718163,52.47922
65.3417,1.7662016,315.47708,11498.472,81.233894,20.686283,6355.73,36.227673,52.244102
66.896164,1.7300563,309.5602,11209.597,81.63952,20.793388,6404.974,35.550728,51.37776
65.69016,1.6911652,320.7618,11029.86,80.765915,21.089363,6300.8125,35.80347,52.16722
65.69287,1.7937728,320.59744,10644.586,80.04142,20.899326,6390.396,35.408783,50.087288
65.52802,1.6976889,324.189,11211.899,81.10776,20.647264,6380.2905,35.741444,51.438175
65.39978,1.714424,315.94522,11043.312,80.83273,21.0173,6283.344,35.933514,51.3897
65.42273,1.731321,308.40613,11148.175,80.475266,21.199118,6365.421,36.26591,52.093117
65.73692,1.7428918,311.53705,11273.875,80.40448,20.867876,6533.3667,35.495872,50.030956
65.10947,1.7816104,321.2596,11471.279,80.578026,20.790125,6303.5605,36.07061,52.52047
65.92056,1.7961167,318.98914,11346.639,80.512794,21.174946,6329.512,35.745975,51.40123
