signaldate,Fuel oil temperature supply unit(ams),TC Bearing Oil Pressure Inlet TC #01(ams),Estimated engine load(ems),Turbocharger 1 speed(ems),VIT intermediate result A(ems),VIT intermediate result B(ems),VIT intermediate result C(ems),VIT intermediate result D(ems),Common Start of Injection(ems),Scav. Air Press. Mean Value(ems),Compression Pressure Average(ems),Firing Pressure Average(ems),Relative Engine Speed(ems),Exhaust Gas Average Temperature(ems),Exh. valve opening angle at CMCR(ems),Exh. valve closing angle at CMCR(ems),Cyl. lub. distribution share above piston(ems),Cyl. lub. distribution share below piston(ems),Cyl. lub. distribution share into piston(ems),Engine External Speed Setpoint(ems),Engine Internal Speed Setpoint(ems),MFI Demand(ems),Limited MFI PID MAX value(ems),Fuel Pressure Setpoint(ems),Fuel Pump Setpoint Master Controller(ems),Fuel Pump Setpoint Slave Controller(ems),Barometric Pressure 1(ems),Exh. valve opening angle Cyl_mean,Exh. valve opening angle Cyl_min,Exh. valve opening angle Cyl_max,Firing Pr. Balancing Injection Offset Cyl_mean,Firing Pr. Balancing Injection Offset Cyl_min,Firing Pr. Balancing Injection Offset Cyl_max,Start of Injection Cyl_mean,Start of Injection Cyl_min,Start of Injection Cyl_max,Engine speed(scr)
2021-11-04 19:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,26.72,0.0,0.0,68.35000000000001,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,0.0116666666666666,-0.71,0.71,-3.693666666666666,-4.428666666666667,-2.9806666666666666,0.0
2021-11-04 20:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,26.72,0.0,0.0,67.23333333333333,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,0.0116666666666666,-0.71,0.71,-3.684777777777777,-4.556666666666667,-2.8633333333333333,0.0
2021-11-04 21:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,26.72,0.0,0.0,66.45,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1008.6666666666666,122.09999999999998,122.09999999999998,122.09999999999998,0.0116666666666666,-0.71,0.71,-3.6652222222222215,-4.407333333333333,-2.906,0.0
2021-11-04 22:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,26.72,0.0,0.0,65.7,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1009.6666666666666,122.09999999999998,122.09999999999998,122.09999999999998,0.0116666666666666,-0.71,0.71,-3.6812222222222224,-4.418,-2.8206666666666664,0.0
2021-11-04 23:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,26.72,0.0,0.0,64.9,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1010.0,122.09999999999998,122.09999999999998,122.09999999999998,0.0116666666666666,-0.71,0.71,-3.699,-4.482,-2.9913333333333334,0.0
2021-11-05 00:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,0.0,0.0,0.0,62.88333333333333,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1011.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1342222222222222,-3.656,-2.662666666666667,0.0
2021-11-05 01:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,0.0,0.0,0.0,58.56666666666666,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1011.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.152,-3.6026666666666665,-2.449333333333333,0.0
2021-11-05 02:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,0.0,0.0,0.0,54.41666666666666,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1010.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1519999999999992,-3.72,-2.801333333333333,0.0
2021-11-05 03:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,26.72,0.0,0.0,51.31666666666666,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1009.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.006222222222222,-3.421333333333333,-2.62,0.0
2021-11-05 04:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,26.72,0.0,0.0,48.78333333333333,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.0773333333333333,-3.3786666666666663,-2.5240000000000005,0.0
2021-11-05 05:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,26.72,0.0,0.0,47.45,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,73.52666666666666,73.52833333333334,1007.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.137777777777778,-3.709333333333333,-2.6413333333333333,0.0
2021-11-05 06:00:00,33.0,2.8,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,26.72,0.0,0.0,46.7,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1413333333333333,-3.56,-2.684,0.0
2021-11-05 07:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,-0.7751666666666667,-4.775166666666666,-3.9755,0.053,28.399999999999995,0.0,0.0,77.35000000000001,120.0,259.0,70.0,5.0,25.0,0.4000000000000001,32.0,327.69,496.5,750.0,9.595,9.588333333333331,1005.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.984555555555555,-4.546666666666667,-3.595333333333333,0.0
2021-11-05 08:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,66.28333333333333,120.0,259.0,70.0,5.0,25.0,0.6,32.0,327.69,486.7,750.0,74.33833333333332,74.33833333333332,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.783888888888888,-4.189333333333334,-3.5046666666666666,0.0
2021-11-05 09:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,65.64999999999999,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.711,-4.050666666666667,-3.4026666666666667,0.0
2021-11-05 10:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,64.76666666666667,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1007.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.702111111111112,-3.956,-3.4346666666666668,0.0
2021-11-05 11:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,64.16666666666667,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1007.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.693222222222222,-3.976,-3.537333333333333,0.0
2021-11-05 12:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,63.68333333333333,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1007.1666666666666,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.680130833333333,-3.948848333333333,-3.476363333333333,0.0
2021-11-05 13:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,63.15,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.739444444444444,-4.018666666666667,-3.498666666666667,0.0
2021-11-05 14:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,62.88333333333333,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.7362113888888895,-4.0884833333333335,-3.570603333333333,0.0
2021-11-05 15:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,62.650000000000006,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.751888888888889,-3.976,-3.5413333333333337,0.0
2021-11-05 16:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,62.41666666666666,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1007.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.711,-4.008,-3.505333333333333,0.0
2021-11-05 17:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,62.05,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1006.3333333333334,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.7334647222222217,-4.136970000000001,-3.432725,0.0
2021-11-05 18:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,61.71666666666667,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.698555555555556,-3.944,-3.4453333333333336,0.0
2021-11-05 19:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,61.6,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.7131008333333337,-4.126303333333333,-3.4870300000000003,0.0
2021-11-05 20:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,61.56666666666666,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.709222222222223,-4.029333333333334,-3.456,0.0
2021-11-05 21:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,61.48333333333333,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1007.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.723444444444445,-4.093333333333334,-3.498666666666667,0.0
2021-11-05 22:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,61.583333333333336,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.682555555555556,-3.986666666666667,-3.3986666666666667,0.0
2021-11-05 23:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,61.3,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1009.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.7127777777777777,-3.986666666666667,-3.4773333333333336,0.0
2021-11-06 00:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,61.083333333333336,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1009.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.711,-4.232,-3.349333333333333,0.0
2021-11-06 01:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,60.76666666666667,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1009.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.721666666666666,-4.093333333333334,-3.424,0.0
2021-11-06 02:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,60.66666666666666,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.698555555555556,-4.018666666666667,-3.488,0.0
2021-11-06 03:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,60.56666666666666,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1007.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.675444444444445,-3.9973333333333336,-3.456,0.0
2021-11-06 04:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,60.36666666666667,120.0,259.0,70.0,5.0,25.0,0.5,32.0,327.69,486.7,750.0,75.0,75.0,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.764333333333333,-4.146666666666667,-3.4406666666666665,0.0
2021-11-06 05:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,27.89,0.0,0.0,60.4,120.0,259.0,70.0,5.0,25.0,0.6999999999999998,32.0,327.69,486.7,750.0,75.0,75.0,1005.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.7475252777777777,-4.136970000000001,-3.502725,0.0
2021-11-06 06:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 07:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 08:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 09:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 10:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 11:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 12:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 13:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 14:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 15:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 16:00:00,34.0,2.0,0.3826666666666666,2512.728333333333,-5.0,1.9551666666666667,-1.0,-4.044833333333333,-3.247333333333333,0.0825445,30.304,33.734,29.416666666666668,188.0,120.0,259.0,70.0,5.0,25.0,20.4,20.4,327.69,502.05300000000005,750.0,17.535,17.53,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.1084444444444443,-3.285333333333333,-2.9073333333333333,23.1467
2021-11-06 17:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.052,30.27,0.0,0.0,173.75,120.0,259.0,70.0,5.0,25.0,0.6,32.0,327.69,496.3999999999999,750.0,29.828333333333333,29.828333333333333,1005.5,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.703666666666667,-3.931333333333333,-3.4806666666666666,0.0
2021-11-06 18:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,30.27,0.0,0.0,164.15,120.0,259.0,70.0,5.0,25.0,0.6,32.0,327.69,486.7,750.0,75.0,75.0,1005.0,122.09999999999998,122.09999999999998,122.09999999999998,4.625929269271485e-18,-0.3,0.2,-3.707222222222222,-3.995333333333333,-3.438,0.0
2021-11-06 19:00:00,34.0,2.0,6.968811666666667,2829.3250000000003,-5.0,2.2435,-1.0,-3.7565,-2.9593333333333334,0.0906343,30.6935,41.96683333333333,38.23333333333333,228.38333333333333,120.0,259.0,70.0,5.0,25.0,26.5,26.5,327.69,503.5468333333333,750.0,22.098333333333333,22.10333333333333,1005.0,122.2,122.2,122.2,-0.0083333333333332,-0.42,0.45,-2.6374444444444447,-3.272,-2.0340000000000003,26.4417
2021-11-06 20:00:00,34.0,2.0,4.187833333333334,2512.9,-5.0,2.249166666666667,-1.0,-3.750833333333333,-2.955,0.07238,30.150166666666667,38.233,38.43333333333333,204.46666666666667,120.0,259.0,70.0,5.0,25.0,26.7,26.7,327.69,500.17083333333335,750.0,20.683333333333334,20.675,1005.0,122.2,122.2,122.2,-0.0083333333333332,-0.42,0.45,-2.698777777777778,-3.1613333333333333,-2.0686666666666667,26.59
2021-11-06 21:00:00,34.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.87,0.0,0.0,149.21666666666667,120.0,259.0,70.0,5.0,25.0,0.4000000000000001,32.0,327.69,486.7,750.0,51.60333333333333,51.6,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.726888888888889,-4.152666666666667,-3.311333333333333,0.0
2021-11-06 22:00:00,33.0,2.0,5.121622333333334,838.6,-5.0,1.616515,-0.4024243333333333,-3.78591,-2.4422716666666666,0.0160099,27.57015,16.693484333333334,15.116666666666667,137.03333333333333,120.0,259.0,70.0,5.0,25.0,12.602483333333334,28.609566666666662,327.69,489.22149999999993,777.8053333333334,52.1803,52.17726666666667,1007.5,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-2.8517177777777776,-3.202275,-2.4996966666666665,0.0
2021-11-06 23:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,127.7,120.0,259.0,70.0,5.0,25.0,0.6,32.0,327.69,486.7,750.0,74.98,74.98,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.687444444444445,-4.123333333333334,-3.2146666666666666,0.0
2021-11-07 00:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,116.38333333333333,120.0,259.0,70.0,5.0,25.0,0.6,32.0,327.69,486.7,750.0,75.0,75.0,1008.1666666666666,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.7123333333333335,-4.254666666666666,-3.309333333333333,0.0
2021-11-07 01:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,106.43333333333334,120.0,259.0,70.0,5.0,25.0,0.6999999999999998,32.0,327.69,486.7,750.0,62.74,62.74,1009.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.0654444444444446,-3.696,-2.464,0.0
2021-11-07 02:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,99.59166666666664,120.0,259.0,70.0,5.0,25.0,0.6999999999999998,32.0,327.69,486.7,750.0,75.0,75.0,1008.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.1132822222222223,-3.636363333333333,-2.482425,0.0
2021-11-07 03:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,93.43333333333334,120.0,259.0,70.0,5.0,25.0,0.6999999999999998,32.0,327.69,486.7,750.0,75.0,75.0,1007.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.104555555555556,-3.6266666666666665,-2.6046666666666667,0.0
2021-11-07 04:00:00,33.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,88.03333333333335,120.0,259.0,70.0,5.0,25.0,0.6999999999999998,32.0,327.69,486.7,750.0,75.0,75.0,1007.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.0618888888888893,-3.5573333333333337,-2.4873333333333334,0.0
2021-11-07 05:00:00,34.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,83.6,120.0,259.0,70.0,5.0,25.0,0.6999999999999998,32.0,327.69,486.7,750.0,75.0,75.0,1006.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.0156666666666667,-3.482666666666667,-2.5726666666666667,0.0
2021-11-07 06:00:00,34.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,79.58333333333333,120.0,259.0,70.0,5.0,25.0,0.6999999999999998,32.0,327.69,486.7,750.0,75.0,75.0,1005.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.0050000000000003,-3.4293333333333336,-2.69,0.0
2021-11-07 07:00:00,34.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,76.91666666666667,120.0,259.0,70.0,5.0,25.0,0.6999999999999998,32.0,327.69,486.7,750.0,75.0,75.0,1005.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.0796666666666668,-3.6213333333333337,-2.5386666666666664,0.0
2021-11-07 08:00:00,34.0,2.0,0.0,0.0,-5.0,1.0,0.0,-4.0,-3.2000000000000006,0.0,28.01,0.0,0.0,75.26666666666667,120.0,259.0,70.0,5.0,25.0,0.6999999999999998,32.0,327.69,486.7,750.0,75.0,75.0,1004.0,122.09999999999998,122.09999999999998,122.09999999999998,-0.0083333333333332,-0.42,0.45,-3.038777777777778,-3.621333333333333,-2.551333333333333,0.0
