TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load(ems),matched_load,matched_date,deltas,Ref_Pcomp_Pscav,Ref_PR,Ref_Pmax,Ref_Ntc,Ref_Ntc_Pscav,Ref_Pcomp,Ref_Pscav,Ref_Texh
64.86138,1.8781172,327.06888,11362.301,81.54118,20.631174,5979.8477,34.198307,53.74091,53.71683333333333,2022-05-03 15:00:00,0.024076666666672963,32.47596740722656,20.803041458129883,82.49213409423828,11570.80859375,5785.9345703125,67.04569244384766,2.007166624069214,324.9573669433594
64.90064,1.869203,324.94147,11257.024,82.026054,20.319963,5906.777,34.07326,52.967808,52.95875,2021-12-12 08:00:00,0.009057999999996014,32.19169616699219,15.274470329284668,82.08405303955078,11555.517578125,5700.08984375,66.65113830566406,2.019526720046997,316.8539123535156
64.82575,1.9144207,322.95322,11152.809,82.39787,20.33497,6024.1323,34.127388,53.647404,53.65248333333333,2022-05-06 18:00:00,0.00507933333332744,32.27647399902344,20.219650268554688,82.71739959716797,11630.380859375,5835.9599609375,64.97898864746094,1.9754509925842285,329.7247009277344
64.543045,1.8789889,321.38425,11275.806,82.149864,20.727528,6062.533,34.17347,53.018105,53.025083333333335,2021-12-09 05:00:00,0.006978333333336195,31.976411819458008,14.531575202941895,81.17453002929688,11588.2900390625,5656.60107421875,66.96321868896484,2.074775457382202,310.31982421875
64.861534,1.9827096,324.90012,11301.709,81.59464,20.289165,5988.959,34.07031,53.10652,53.10926666666666,2021-12-10 08:00:00,0.0027466666666597916,32.028160095214844,14.578461647033691,81.16903686523438,11563.138671875,5668.13427734375,66.76753997802734,2.055278778076172,310.66290283203125
64.7622,1.9369644,326.07227,11394.752,81.746254,20.617891,6053.0522,34.06593,53.519722,53.51925,2022-05-03 12:00:00,0.00047200000000202635,32.53839111328125,20.886268615722656,82.80065155029297,11565.2080078125,5753.4482421875,67.00020599365234,1.9694252014160156,325.6741027832031
64.78391,1.9435289,321.83246,11316.256,82.25411,20.589314,5989.3193,34.024776,53.014446,53.00533333333333,2022-05-06 13:00:00,0.009112666666666769,33.88152313232422,30.531856536865234,82.43229675292969,11206.7001953125,6197.919921875,60.808040618896484,1.6519229412078857,309.1264953613281
64.73786,1.8891788,324.3327,11121.739,81.849686,20.398026,6043.7637,33.99467,53.523083,53.51925,2022-05-03 12:00:00,0.0038330000000001974,32.53839111328125,20.886268615722656,82.80065155029297,11565.2080078125,5753.4482421875,67.00020599365234,1.9694252014160156,325.6741027832031
64.904144,1.8739727,320.02676,11045.3,82.763435,20.662859,6091.8555,34.194927,53.17046,53.1875,2021-12-10 04:00:00,0.0170400000000015,31.98760414123535,14.540212631225586,81.19635772705078,11584.193359375,5679.57080078125,67.0317153930664,2.071544647216797,312.2032775878906
65.08046,1.8762047,326.40067,11234.288,81.97886,20.391865,6057.4434,34.147957,52.97117,52.95875,2021-12-12 08:00:00,0.012419999999998765,32.19169616699219,15.274470329284668,82.08405303955078,11555.517578125,5700.08984375,66.65113830566406,2.019526720046997,316.8539123535156
64.25122,1.8883061,327.9167,11136.855,81.86642,20.354853,6087.36,34.057495,52.981808,52.99241666666666,2021-12-09 14:00:00,0.010608666666655608,31.976123809814453,14.513870239257812,81.4189453125,11621.322265625,5627.39599609375,66.66831970214844,2.07418155670166,310.69207763671875
64.55019,1.8948194,329.53687,11002.432,82.43795,20.539576,6140.3193,34.329998,52.87304,52.8725,2021-12-10 16:00:00,0.0005400000000008731,32.033145904541016,14.376312255859375,81.23332214355469,11598.0400390625,5653.615234375,66.58114624023438,2.0639681816101074,311.37799072265625
64.745056,1.9636141,320.93283,11138.671,82.21283,20.771664,6194.9585,34.12246,53.04449,53.05018333333334,2022-04-29 17:00:00,0.005693333333333328,32.62327194213867,19.21417236328125,82.66187286376953,11533.4580078125,5836.982421875,65.27544403076172,2.0065436363220215,315.127197265625
64.01066,1.8900534,320.02432,11281.626,81.41638,20.403673,6117.956,34.01895,53.087547,53.08213333333333,2021-12-09 10:00:00,0.0054136666666693145,31.979053497314453,14.849363327026367,81.08267974853516,11563.861328125,5705.18603515625,67.07669067382812,2.075352668762207,311.4143371582031
64.0421,1.9123532,323.89908,10963.894,81.439674,20.454258,6068.7153,34.37002,53.033802,53.025083333333335,2021-12-09 05:00:00,0.008718666666666763,31.976411819458008,14.531575202941895,81.17453002929688,11588.2900390625,5656.60107421875,66.96321868896484,2.074775457382202,310.31982421875
64.09194,1.8733221,324.10324,11444.588,81.351204,20.940746,6137.036,34.62431,52.884388,52.88926666666666,2021-12-10 19:00:00,0.004878666666655818,32.05690002441406,14.391950607299805,81.28327941894531,11601.435546875,5657.23828125,66.4898910522461,2.0529377460479736,311.88763427734375
64.792946,1.8491114,319.50537,11160.552,82.24742,20.373991,6238.873,34.468243,52.83804,52.85116666666666,2021-12-10 02:00:00,0.013126666666657627,32.09004211425781,14.723278045654297,81.05543518066406,11553.029296875,5723.58251953125,66.5792007446289,2.0429744720458984,312.4873046875
64.04713,1.8522147,323.38828,11375.559,81.30604,20.46801,6124.6997,34.524914,52.77045,52.76266666666667,2021-12-12 05:00:00,0.007783333333328812,32.235107421875,15.3101167678833,81.47053527832031,11525.9365234375,5740.36376953125,66.30378723144531,2.008390188217163,315.7605285644531
64.75406,1.9055897,326.4892,11134.669,81.327934,20.41288,6170.6436,34.373272,52.67293,52.66583333333333,2021-12-10 14:00:00,0.0070966666666691935,32.16055679321289,14.723149299621582,81.04496765136719,11544.716796875,5700.6357421875,66.17916107177734,2.025137424468994,311.6088562011719
63.32792,1.9399608,322.77023,11233.921,81.6888,20.299204,6130.1616,34.30301,51.963272,51.84571666666667,2021-12-11 04:00:00,0.11755533333333545,32.2483024597168,14.852094650268555,80.7845230102539,11493.4609375,5767.43310546875,65.88935089111328,2.0130622386932373,311.5888977050781
63.943817,1.8695638,322.36612,11464.0,81.7213,20.679966,6184.6177,34.033295,52.94617,52.936057142857145,2021-12-08 20:00:00,0.010112857142857479,31.94545555114746,14.57911491394043,81.45074462890625,11609.439453125,5632.501953125,66.99407196044922,2.079941511154175,311.4927673339844
64.802,1.8575246,321.50464,11201.928,81.24181,20.743261,6104.0127,34.72548,52.84721,52.85116666666666,2021-12-10 02:00:00,0.003956666666660169,32.09004211425781,14.723278045654297,81.05543518066406,11553.029296875,5723.58251953125,66.5792007446289,2.0429744720458984,312.4873046875
64.46068,1.8699232,321.48367,11258.537,81.68924,20.382364,6240.6855,34.127586,52.3355,52.333,2021-12-09 18:00:00,0.0025000000000048317,32.10977554321289,14.731663703918457,80.78491973876953,11502.2373046875,5745.302734375,66.50334167480469,2.041658878326416,309.82177734375
64.96853,1.9368806,316.15842,11322.539,81.40447,20.928986,6172.048,34.613552,53.040524,53.05018333333334,2022-04-29 17:00:00,0.009659333333338793,32.62327194213867,19.214174270629883,82.66187286376953,11533.4580078125,5836.982421875,65.27544403076172,2.0065436363220215,315.127197265625
64.46982,1.8465031,322.1623,11615.894,81.45003,20.789026,6208.1846,34.511463,53.01412,53.00533333333333,2022-05-06 13:00:00,0.00878666666666561,33.88152313232422,30.531856536865234,82.43229675292969,11206.7001953125,6197.919921875,60.808040618896484,1.6519229412078857,309.1264953613281
63.609425,1.8902364,321.25864,11129.187,81.24233,20.535807,6171.985,34.649376,52.5861,52.586000000000006,2021-12-09 19:00:00,9.999999999621423e-05,32.04729080200195,14.480157852172852,80.94214630126953,11547.015625,5710.78564453125,66.7893295288086,2.053515672683716,310.4715576171875
63.907948,1.8454801,327.11935,11321.1455,81.628105,20.612032,6269.6904,34.807816,52.941833,52.936057142857145,2021-12-08 20:00:00,0.0057758571428578875,31.94545555114746,14.57911491394043,81.45074462890625,11609.439453125,5632.501953125,66.99407196044922,2.079941511154175,311.4927673339844
64.05265,1.8451408,320.15985,11015.835,82.48426,20.399529,6210.26,34.65244,52.709465,52.703,2021-12-09 07:00:00,0.006464999999998611,31.996057510375977,14.467118263244629,81.11363220214844,11584.0068359375,5650.9541015625,66.733642578125,2.0660758018493652,309.8409729003906
64.31469,1.8433034,321.79666,11514.597,81.20218,20.891308,6153.414,34.894974,52.805634,52.80065,2022-04-29 15:00:00,0.0049840000000003215,32.760135650634766,19.812925338745117,82.44969177246094,11498.744140625,5874.64892578125,64.91426086425781,1.9733542203903198,316.88983154296875
63.9684,1.8406583,320.6817,11290.396,81.396324,20.944025,6225.0903,34.79098,52.867558,52.8725,2021-12-10 16:00:00,0.00494199999999978,32.033145904541016,14.376312255859375,81.23332214355469,11598.0400390625,5653.615234375,66.58114624023438,2.0639681816101074,311.37799072265625
64.416275,1.8552579,318.74545,11297.083,81.18231,20.454239,6257.9697,34.787045,52.93388,52.936057142857145,2021-12-08 20:00:00,0.0021771428571426554,31.94545555114746,14.57911491394043,81.45074462890625,11609.439453125,5632.501953125,66.99407196044922,2.079941511154175,311.4927673339844
64.95934,1.8678195,324.12897,11290.485,81.385345,20.750381,6178.266,34.6581,52.80699,52.80065,2022-04-29 15:00:00,0.006340000000001567,32.760135650634766,19.812925338745117,82.44969177246094,11498.744140625,5874.64892578125,64.91426086425781,1.9733542203903198,316.88983154296875
64.95458,1.9249359,322.98407,11244.322,81.27803,20.89016,6129.172,34.898697,52.723885,52.726200000000006,2021-12-10 22:00:00,0.0023150000000029536,32.15116500854492,15.040997505187988,80.9198989868164,11516.103515625,5780.81591796875,66.34314727783203,2.0328731536865234,313.7510070800781
64.33462,1.846696,316.7683,10722.74,81.49963,20.925524,6270.0596,34.84774,52.07315,52.09933333333333,2021-12-09 21:00:00,0.026183333333328562,32.1546745300293,14.82177734375,80.46721649169922,11462.96484375,5812.783203125,66.30712890625,2.0296807289123535,311.4342041015625
63.69696,1.8462708,324.61765,11017.449,81.541176,20.874372,6144.2495,34.978844,52.781902,52.78848333333334,2021-12-10 10:00:00,0.006581333333336659,32.007957458496094,14.623635292053223,81.01661682128906,11553.4482421875,5699.52685546875,66.9874267578125,2.0638229846954346,312.0824279785156
63.926533,1.8381371,320.54358,11036.267,81.382965,20.851065,6133.0405,34.99012,52.72203,52.7205,2021-12-10 05:00:00,0.0015299999999953684,32.03485870361328,14.458260536193848,81.04081726074219,11558.8056640625,5684.48193359375,66.75755310058594,2.0573348999023438,310.4773254394531
64.95348,1.8384598,329.36047,11264.113,81.78072,20.871666,6249.6865,34.52697,52.354782,52.355,2021-12-09 00:00:00,0.00021799999999672082,32.001895904541016,14.59656810760498,81.14645385742188,11580.431640625,5685.19580078125,66.883056640625,2.0672831535339355,311.91058349609375
65.3262,1.8303499,317.53674,11057.074,81.070305,20.66786,6297.7207,34.81899,52.260605,52.26538333333334,2021-12-11 07:00:00,0.0047783333333413225,32.17407989501953,14.683258056640625,80.89861297607422,11522.388671875,5720.833984375,66.14827728271484,2.0228378772735596,311.04339599609375
64.833786,1.842762,320.6215,10788.638,81.37626,20.856699,6344.8223,35.173977,52.10535,52.09933333333333,2021-12-09 21:00:00,0.006016666666674553,32.1546745300293,14.82177734375,80.46721649169922,11462.96484375,5812.783203125,66.30712890625,2.0296807289123535,311.4342041015625
64.34155,1.7693129,320.40787,10937.381,81.30272,21.02519,6340.284,34.980415,52.18525,52.187783333333336,2021-12-10 03:00:00,0.002533333333332166,32.167049407958984,14.916033744812012,80.93058776855469,11497.1943359375,5751.93603515625,66.4210433959961,2.0255255699157715,311.9026184082031
63.72458,1.8387083,325.82373,10844.68,81.258484,21.020884,6276.7617,34.908848,52.199986,52.187783333333336,2021-12-10 03:00:00,0.012202666666667028,32.167049407958984,14.916033744812012,80.93058776855469,11497.1943359375,5751.93603515625,66.4210433959961,2.0255255699157715,311.9026184082031
63.784904,1.7971294,324.8253,10787.97,81.52513,20.758738,6399.7393,35.372982,51.81426,51.82321666666667,2022-05-06 11:00:00,0.008956666666669832,34.940895080566406,30.009849548339844,81.32258605957031,11004.681640625,6379.67822265625,60.54068374633789,1.6062557697296143,310.3760986328125
64.750565,1.8476815,320.15897,10877.206,81.05083,20.678785,6261.521,34.84561,51.97657,52.09933333333333,2021-12-09 21:00:00,0.12276333333332445,32.1546745300293,14.82177734375,80.46721649169922,11462.96484375,5812.783203125,66.30712890625,2.0296807289123535,311.4342041015625
63.883488,1.8591703,316.68903,11260.188,81.14468,20.760458,6374.862,35.052372,51.81364,51.82321666666667,2022-05-06 11:00:00,0.009576666666667677,34.940895080566406,30.009849548339844,81.32258605957031,11004.681640625,6379.67822265625,60.54068374633789,1.6062557697296143,310.3760986328125
63.765522,1.6986281,323.44748,10995.082,81.37761,20.987083,6307.337,35.454414,51.890335,51.84571666666667,2021-12-11 04:00:00,0.044618333333332316,32.2483024597168,14.852094650268555,80.7845230102539,11493.4609375,5767.43310546875,65.88935089111328,2.0130622386932373,311.5888671875
64.79042,1.8406686,320.60733,11153.346,81.45579,20.876171,6345.937,34.931618,52.353928,52.35391666666666,2021-12-08 22:00:00,1.1333333340246554e-05,32.08433532714844,14.646148681640625,80.98178100585938,11551.078125,5686.126953125,66.22030639648438,2.051413059234619,308.23089599609375
65.0029,1.8603722,324.08035,11332.611,80.95724,20.738245,6363.0264,35.238758,51.4535,51.57633333333333,2021-12-11 03:00:00,0.12283333333333246,32.383323669433594,15.34148120880127,80.54634094238281,11441.3447265625,5840.994140625,65.4750747680664,1.9885523319244385,313.8249816894531
63.92955,1.7588122,321.4882,10871.745,80.91129,20.5157,6328.3403,35.48419,51.341633,51.25066666666667,2021-12-11 09:00:00,0.09096633333333415,32.149967193603516,15.131165504455566,81.09812927246094,11492.3134765625,5776.13427734375,66.59825897216797,2.0242230892181396,315.8409423828125
65.1174,1.805562,316.51025,11187.067,80.93336,20.707315,6351.616,34.952824,51.43421,51.57633333333333,2021-12-11 03:00:00,0.1421233333333305,32.383323669433594,15.34148120880127,80.54634094238281,11441.3447265625,5840.994140625,65.4750747680664,1.9885523319244385,313.8249816894531
64.27555,1.8417425,319.1189,11470.58,81.51653,20.816885,6363.767,35.770782,51.227722,51.25066666666667,2021-12-11 09:00:00,0.0229446666666675,32.149967193603516,15.131165504455566,81.09812927246094,11492.3134765625,5776.13427734375,66.59825897216797,2.0242230892181396,315.8409423828125
63.90729,1.8030384,314.93314,11071.129,80.90241,20.927969,6426.944,35.779896,52.28629,52.29866666666667,2021-12-09 13:00:00,0.012376666666668257,32.06625747680664,15.055814743041992,80.8495101928711,11532.41796875,5753.60302734375,66.49488830566406,2.049614429473877,312.1085205078125
64.627846,1.809842,323.83075,11062.231,81.04772,20.437918,6398.3257,35.216713,51.70854,51.77163333333333,2021-12-11 06:00:00,0.06309333333332745,32.38654708862305,15.224496841430664,80.63908386230469,11437.015625,5809.96240234375,65.66084289550781,1.9823695421218872,311.5307922363281
64.33144,1.6799182,321.99515,10976.667,81.0304,20.894072,6488.331,34.857788,51.761833,51.77163333333333,2021-12-11 06:00:00,0.009800333333323863,32.38654708862305,15.224496841430664,80.63908386230469,11437.015625,5809.96240234375,65.66084289550781,1.9823695421218872,311.5307922363281
63.71468,1.7666807,316.45786,11330.294,80.77963,20.736443,6480.885,34.824745,51.5422,51.57633333333333,2021-12-11 03:00:00,0.034133333333329574,32.383323669433594,15.34148120880127,80.54634094238281,11441.3447265625,5840.994140625,65.4750747680664,1.9885523319244385,313.8249816894531
64.28052,1.6543059,320.94498,11074.287,80.96719,20.920973,6465.1914,35.740486,50.953136,50.91153333333333,2022-05-06 14:00:00,0.04160266666666956,34.925716400146484,29.16868019104004,81.1469955444336,10980.1875,6317.34033203125,60.38313293457031,1.60613214969635,305.9960632324219
64.1917,1.8393084,329.15082,11375.596,80.98206,20.833092,6382.767,35.93563,51.418926,51.57633333333333,2021-12-11 03:00:00,0.15740733333333168,32.383323669433594,15.34148120880127,80.54634094238281,11441.3447265625,5840.994140625,65.4750747680664,1.9885523319244385,313.8249816894531
63.749104,1.8351876,321.5173,11193.602,80.91614,20.979565,6392.498,35.95849,51.3616,51.25066666666667,2021-12-11 09:00:00,0.11093333333333533,32.149967193603516,15.131165504455566,81.09812927246094,11492.3134765625,5776.13427734375,66.59825897216797,2.0242230892181396,315.8409423828125
65.12961,1.7790874,317.52158,11112.918,80.976616,20.854765,6428.1826,35.88521,51.147137,51.25066666666667,2021-12-11 09:00:00,0.10352966666666674,32.149967193603516,15.131165504455566,81.09812927246094,11492.3134765625,5776.13427734375,66.59825897216797,2.0242230892181396,315.8409423828125
64.581154,1.79066,316.97903,11145.704,80.98804,20.722605,6354.589,35.42928,51.521397,51.57633333333333,2021-12-11 03:00:00,0.05493633333333037,32.383323669433594,15.34148120880127,80.54634094238281,11441.3447265625,5840.994140625,65.4750747680664,1.9885523319244385,313.8249816894531
63.871784,1.7143594,322.65558,10941.615,80.8617,20.986073,6349.421,35.844173,50.98721,50.91153333333333,2022-05-06 14:00:00,0.07567666666666639,34.925716400146484,29.16868019104004,81.1469955444336,10980.1875,6317.34033203125,60.38313293457031,1.60613214969635,305.9960632324219
62.963295,1.7741548,322.4552,11120.569,80.96269,20.75855,6486.888,36.091213,51.12469,51.25066666666667,2021-12-11 09:00:00,0.1259766666666664,32.149967193603516,15.131165504455566,81.09812927246094,11492.3134765625,5776.13427734375,66.59825897216797,2.0242230892181396,315.8409423828125
64.20956,1.8276359,313.9699,10867.545,80.75703,20.920454,6434.912,36.237175,49.74854,49.84678333333333,2022-05-03 04:00:00,0.09824333333332902,33.64207458496094,21.65734100341797,79.59812927246094,11200.373046875,6148.6904296875,61.19272232055664,1.7943036556243896,312.08074951171875
64.285324,1.7991208,326.30765,11060.791,80.82814,20.904556,6460.5947,35.694252,51.45369,51.57633333333333,2021-12-11 03:00:00,0.122643333333329,32.383323669433594,15.34148120880127,80.54634094238281,11441.3447265625,5840.994140625,65.4750747680664,1.9885523319244385,313.8249816894531
64.218994,1.7657182,325.33618,11033.712,80.81384,21.033264,6330.118,35.89789,51.008255,50.91153333333333,2022-05-06 14:00:00,0.09672166666666726,34.925716400146484,29.16868019104004,81.1469955444336,10980.1875,6317.34033203125,60.38313293457031,1.60613214969635,305.9960632324219
63.932926,1.8145137,326.4045,11125.63,80.45621,21.01774,6507.5654,36.10707,49.174374,48.90491666666667,2022-04-28 23:00:00,0.2694573333333281,33.544002532958984,21.0457706451416,79.9920425415039,11204.1845703125,6105.0400390625,60.75523376464844,1.8381129503250122,304.909912109375
63.752926,1.7495112,317.6899,10701.157,80.8259,20.816319,6409.898,36.071087,50.551205,50.63661666666667,2022-04-23 22:00:00,0.08541166666666555,33.82997512817383,20.085739135742188,81.13239288330078,11292.6318359375,6104.28662109375,62.397544860839844,1.9126982688903809,304.6575927734375
64.00708,1.739115,320.36798,10631.672,80.78285,21.01815,6465.45,36.0656,49.796112,49.84678333333333,2022-05-03 04:00:00,0.05067133333332663,33.64207458496094,21.65734100341797,79.59812927246094,11200.373046875,6148.6904296875,61.19272232055664,1.7943036556243896,312.08074951171875
63.877327,1.7805964,319.9223,10932.682,80.88185,21.119135,6406.729,36.13105,50.248795,49.97251666666667,2022-04-20 06:00:00,0.2762783333333303,33.30134963989258,18.048030853271484,80.82063293457031,11260.87890625,6034.54541015625,63.44279098510742,1.9057233333587646,302.4145812988281
65.1335,1.7976456,325.66586,10681.942,80.680214,21.017164,6549.9253,36.001526,50.198006,49.97251666666667,2022-04-20 06:00:00,0.22548933333332855,33.30134963989258,18.048030853271484,80.82063293457031,11260.87890625,6034.54541015625,63.44279098510742,1.9057233333587646,302.4145812988281
65.06659,1.6606034,313.8733,10898.172,80.75159,20.730673,6580.0347,36.463,50.636093,50.63661666666667,2022-04-23 22:00:00,0.0005236666666661449,33.82997512817383,20.085739135742188,81.13239288330078,11292.6318359375,6104.28662109375,62.397544860839844,1.9126982688903809,304.6575927734375
64.67299,1.8056127,326.1393,10731.222,80.71904,20.990028,6562.7744,36.006462,49.446747,49.479283333333335,2022-04-28 21:00:00,0.032536333333332834,33.385406494140625,20.81930160522461,80.07273864746094,11197.146484375,6109.33154296875,61.31575393676758,1.8414376974105835,302.1851501464844
63.747925,1.7393812,324.29858,10849.076,80.54876,21.053198,6633.185,36.365208,50.08252,49.97251666666667,2022-04-20 06:00:00,0.11000333333333145,33.30134963989258,18.048030853271484,80.82063293457031,11260.87890625,6034.54541015625,63.44279098510742,1.9057233333587646,302.4145812988281
64.12633,1.778112,325.84406,10635.104,80.76017,20.961327,6428.3623,36.45478,50.75604,50.63661666666667,2022-04-23 22:00:00,0.1194233333333301,33.82997512817383,20.085739135742188,81.13239288330078,11292.6318359375,6104.28662109375,62.397544860839844,1.9126982688903809,304.6575927734375
63.698822,1.7891147,316.72427,10681.514,80.32218,20.991081,6503.2754,36.83294,49.300056,49.479283333333335,2022-04-28 21:00:00,0.17922733333333696,33.385406494140625,20.81930160522461,80.07273864746094,11197.146484375,6109.33154296875,61.31575393676758,1.8414376974105835,302.1851501464844
64.26088,1.6752892,323.24518,10631.778,80.498184,21.03491,6622.048,36.38005,50.430157,50.63661666666667,2022-04-23 22:00:00,0.20645966666666737,33.82997512817383,20.085739135742188,81.13239288330078,11292.6318359375,6104.28662109375,62.397544860839844,1.9126982688903809,304.6575927734375
63.680103,1.6659421,326.25232,10797.336,80.372475,20.973675,6442.1387,36.10431,48.75573,48.78366666666667,2021-11-30 18:00:00,0.02793666666666894,35.95677185058594,20.670228958129883,78.99786376953125,10885.2744140625,6557.62646484375,59.96217727661133,1.6352214813232422,311.5025634765625
63.24245,1.8066235,317.8471,10683.232,80.68533,20.61266,6506.922,36.528946,50.237103,49.97251666666667,2022-04-20 06:00:00,0.2645863333333267,33.30134963989258,18.048030853271484,80.82063293457031,11260.87890625,6034.544921875,63.44279098510742,1.9057233333587646,302.4145812988281
65.052895,1.761263,323.9824,10637.07,80.72222,20.944792,6588.778,36.186035,49.87798,49.84678333333333,2022-05-03 04:00:00,0.031196666666673423,33.6420783996582,21.65734100341797,79.59812927246094,11200.373046875,6148.6904296875,61.192718505859375,1.7943036556243896,312.08074951171875
63.423157,1.6771599,324.3222,10637.253,80.373795,21.072348,6536.956,36.00336,48.763844,48.78366666666667,2021-11-30 18:00:00,0.019822666666669875,35.95677185058594,20.670228958129883,78.99786376953125,10885.2744140625,6557.62646484375,59.96217727661133,1.6352214813232422,311.5025634765625
