Date Time,Estimated engine load(ems),matched_load,matched_date,deltas,TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Ref_Pcomp,Ref_Pscav,Ref_Texh,Ref_Ntc,Ref_Pmax,Ref_PR,Ref_Ntc_Pscav,Ref_Pcomp_Pscav,InjSysFault,StaInjLate,StaInjEarly,ExhValvLeak,BloCombChabr,ExhValEarOpn,ExhValLatOpn,ExhValEarlClos,ExhValLatClos
2023-12-06 17:00:00,53.410976,53.41291666666667,2022-04-29 10:00:00,0.0019406666666696,64.981316,1.9499466,321.54532,11407.257,82.36758,20.168205,5981.2847,34.13886,65.5493392944336,2.0322742462158203,313.6856994628906,11555.791015625,82.85281372070312,18.8627986907959,5803.43701171875,32.5357666015625,20.0,20.0,20.0,10.0,10.0,50.0,20.0,40.0,40.0
2023-12-06 18:00:00,53.432896,53.41898333333333,2021-12-08 17:00:00,0.0139126666666697,64.97681,1.8894722,323.00912,11493.897,82.71485,20.701427,6001.9873,34.058037,66.89109802246094,2.0912489891052246,314.9769592285156,11644.318359375,81.72838592529297,14.667377471923828,5643.1181640625,31.93948173522949,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-06 19:00:00,53.2369,53.21286666666666,2021-12-08 18:00:00,0.0240333333333353,65.24171,1.9355259,320.42038,11147.739,82.54323,20.38164,5926.862,33.853672,66.9324951171875,2.091578722000122,313.2398986816406,11638.0,81.75436401367188,14.560382843017578,5615.3603515625,31.930465698242188,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-06 20:00:00,53.375782,53.37095,2021-12-11 21:00:00,0.0048320000000003,64.64056,2.0279,319.81055,11214.816,82.391815,20.480883,5950.0317,34.03914,66.75918579101562,2.02724552154541,318.6431884765625,11586.7470703125,82.39122009277344,15.210384368896484,5669.9775390625,32.14082717895508,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-06 21:00:00,53.153313,53.14816666666667,2021-12-12 03:00:00,0.0051463333333288,64.93249,1.9268265,323.37946,11300.357,81.94643,20.19958,5968.771,34.03901,66.68441772460938,2.023201704025269,319.2645568847656,11536.97265625,82.33380126953125,15.518129348754885,5701.96044921875,32.22113037109375,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-06 22:00:00,53.74091,53.71683333333333,2022-05-03 15:00:00,0.0240766666666729,64.86138,1.8781172,327.06888,11362.301,81.54118,20.631174,5979.8477,34.198307,67.04569244384766,2.007166624069214,324.9573669433594,11570.80859375,82.49213409423828,20.803041458129883,5785.9345703125,32.47596740722656,20.0,20.0,20.0,10.0,10.0,50.0,20.0,40.0,40.0
2023-12-06 23:00:00,52.967808,52.95875,2021-12-12 08:00:00,0.009057999999996,64.90064,1.869203,324.94147,11257.024,82.026054,20.319963,5906.777,34.07326,66.65113830566406,2.019526720046997,316.8539123535156,11555.517578125,82.08405303955078,15.274470329284668,5700.08984375,32.19169616699219,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 00:00:00,53.647404,53.65248333333333,2022-05-06 18:00:00,0.0050793333333274,64.82575,1.9144207,322.95322,11152.809,82.39787,20.33497,6024.1323,34.127388,64.97898864746094,1.9754509925842283,329.7247009277344,11630.380859375,82.71739959716797,20.219650268554688,5835.9599609375,32.27647399902344,20.0,20.0,20.0,10.0,10.0,50.0,20.0,40.0,40.0
2023-12-07 01:00:00,53.018105,53.025083333333335,2021-12-09 05:00:00,0.0069783333333361,64.543045,1.8789887,321.38425,11275.806,82.149864,20.727528,6062.533,34.17347,66.96321868896484,2.074775457382202,310.31982421875,11588.2900390625,81.17453002929688,14.531575202941896,5656.60107421875,31.976411819458008,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 02:00:00,53.10652,53.10926666666666,2021-12-10 08:00:00,0.0027466666666597,64.861534,1.9827096,324.90012,11301.709,81.59464,20.289165,5988.959,34.07031,66.76753997802734,2.055278778076172,310.66290283203125,11563.138671875,81.16903686523438,14.578461647033691,5668.13427734375,32.028160095214844,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 03:00:00,53.519722,53.51925,2022-05-03 12:00:00,0.000472000000002,64.7622,1.9369644,326.07227,11394.752,81.746254,20.617891,6053.0522,34.06593,67.00020599365234,1.969425201416016,325.6741027832031,11565.2080078125,82.80065155029297,20.886268615722656,5753.4482421875,32.53839111328125,20.0,20.0,20.0,10.0,10.0,50.0,20.0,40.0,40.0
2023-12-07 04:00:00,53.014446,53.00533333333333,2022-05-06 13:00:00,0.0091126666666667,64.78391,1.9435289,321.83246,11316.256,82.25411,20.589314,5989.3193,34.024776,60.80804061889648,1.6519229412078855,309.1264953613281,11206.7001953125,82.43229675292969,30.531856536865234,6197.919921875,33.88152313232422,40.0,40.0,20.0,10.0,10.0,30.0,20.0,40.0,30.0
2023-12-07 05:00:00,53.523083,53.51925,2022-05-03 12:00:00,0.0038330000000001,64.73786,1.8891788,324.3327,11121.739,81.849686,20.398026,6043.7637,33.99467,67.00020599365234,1.969425201416016,325.6741027832031,11565.2080078125,82.80065155029297,20.886268615722656,5753.4482421875,32.53839111328125,20.0,20.0,20.0,10.0,10.0,50.0,20.0,40.0,40.0
2023-12-07 06:00:00,53.17046,53.1875,2021-12-10 04:00:00,0.0170400000000015,64.904144,1.8739727,320.02676,11045.3,82.763435,20.662859,6091.8555,34.194927,67.0317153930664,2.071544647216797,312.2032775878906,11584.193359375,81.19635772705078,14.540212631225586,5679.57080078125,31.98760414123535,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 07:00:00,52.97117,52.95875,2021-12-12 08:00:00,0.0124199999999987,65.08046,1.8762047,326.40067,11234.288,81.97886,20.391865,6057.4434,34.147957,66.65113830566406,2.019526720046997,316.8539123535156,11555.517578125,82.08405303955078,15.274470329284668,5700.08984375,32.19169616699219,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 08:00:00,52.981808,52.99241666666666,2021-12-09 14:00:00,0.0106086666666556,64.25122,1.8883061,327.9167,11136.855,81.86642,20.354853,6087.36,34.057495,66.66831970214844,2.07418155670166,310.69207763671875,11621.322265625,81.4189453125,14.513870239257812,5627.39599609375,31.976123809814453,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-07 09:00:00,52.87304,52.8725,2021-12-10 16:00:00,0.0005400000000008,64.55019,1.8948191,329.53687,11002.432,82.43795,20.539576,6140.3193,34.329998,66.58114624023438,2.0639681816101074,311.37799072265625,11598.0400390625,81.23332214355469,14.376312255859377,5653.615234375,32.033145904541016,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-07 10:00:00,53.04449,53.05018333333334,2022-04-29 17:00:00,0.0056933333333333,64.745056,1.9636141,320.93283,11138.671,82.21283,20.771664,6194.9585,34.12246,65.27544403076172,2.006543636322021,315.127197265625,11533.4580078125,82.66187286376953,19.21417236328125,5836.982421875,32.62327194213867,20.0,20.0,20.0,10.0,10.0,50.0,20.0,40.0,40.0
2023-12-07 11:00:00,53.087547,53.08213333333333,2021-12-09 10:00:00,0.0054136666666693,64.01065,1.8900534,320.0243,11281.626,81.41638,20.403673,6117.956,34.01895,67.07669067382812,2.075352668762207,311.4143371582031,11563.861328125,81.08267974853516,14.849363327026367,5705.18603515625,31.979053497314453,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 12:00:00,53.033802,53.025083333333335,2021-12-09 05:00:00,0.0087186666666667,64.0421,1.9123533,323.89908,10963.894,81.439674,20.454258,6068.7153,34.37002,66.96321868896484,2.074775457382202,310.31982421875,11588.2900390625,81.17453002929688,14.531575202941896,5656.60107421875,31.976411819458008,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 13:00:00,52.884388,52.88926666666666,2021-12-10 19:00:00,0.0048786666666558,64.09195,1.8733221,324.10324,11444.588,81.351204,20.940746,6137.036,34.62431,66.4898910522461,2.0529377460479736,311.8876342773437,11601.435546875,81.28327941894531,14.391950607299805,5657.23828125,32.05690002441406,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-07 14:00:00,52.83804,52.85116666666666,2021-12-10 02:00:00,0.0131266666666576,64.792946,1.8491114,319.50537,11160.552,82.24742,20.373991,6238.873,34.468243,66.5792007446289,2.0429744720458984,312.4873046875,11553.029296875,81.05543518066406,14.723278045654297,5723.58251953125,32.09004211425781,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-07 15:00:00,52.77045,52.76266666666667,2021-12-12 05:00:00,0.0077833333333288,64.04713,1.8522147,323.38828,11375.559,81.30604,20.46801,6124.6997,34.524914,66.30378723144531,2.008390188217163,315.7605285644531,11525.9365234375,81.47053527832031,15.3101167678833,5740.36376953125,32.235107421875,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 16:00:00,52.67293,52.66583333333333,2021-12-10 14:00:00,0.0070966666666691,64.75406,1.9055897,326.48917,11134.669,81.327934,20.41288,6170.6436,34.373272,66.17916107177734,2.025137424468994,311.6088562011719,11544.716796875,81.04496765136719,14.723149299621582,5700.6357421875,32.16055679321289,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-07 17:00:00,51.963272,51.84571666666667,2021-12-11 04:00:00,0.1175553333333354,63.32792,1.9399607,322.77023,11233.921,81.6888,20.299204,6130.1616,34.30301,65.88935089111328,2.0130622386932373,311.5888977050781,11493.4609375,80.7845230102539,14.852094650268556,5767.43310546875,32.2483024597168,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 18:00:00,52.94617,52.936057142857145,2021-12-08 20:00:00,0.0101128571428574,63.943817,1.8695638,322.36612,11464.0,81.7213,20.679966,6184.6177,34.033295,66.99407196044922,2.079941511154175,311.4927673339844,11609.439453125,81.45074462890625,14.57911491394043,5632.501953125,31.94545555114746,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
2023-12-07 19:00:00,52.84721,52.85116666666666,2021-12-10 02:00:00,0.0039566666666601,64.802,1.8575244,321.50464,11201.927,81.24181,20.743261,6104.0127,34.72548,66.5792007446289,2.0429744720458984,312.4873046875,11553.029296875,81.05543518066406,14.723278045654297,5723.58251953125,32.09004211425781,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-07 20:00:00,52.3355,52.333,2021-12-09 18:00:00,0.0025000000000048,64.46068,1.8699232,321.48367,11258.537,81.68924,20.382366,6240.6855,34.127586,66.50334167480469,2.041658878326416,309.82177734375,11502.2373046875,80.78491973876953,14.731663703918455,5745.302734375,32.10977554321289,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-07 21:00:00,53.040524,53.05018333333334,2022-04-29 17:00:00,0.0096593333333387,64.96853,1.9368806,316.15842,11322.539,81.40447,20.928986,6172.048,34.613552,65.27544403076172,2.006543636322021,315.127197265625,11533.4580078125,82.66187286376953,19.214174270629883,5836.982421875,32.62327194213867,20.0,20.0,20.0,10.0,10.0,50.0,20.0,40.0,40.0
2023-12-07 22:00:00,53.01412,53.00533333333333,2022-05-06 13:00:00,0.0087866666666656,64.46982,1.8465031,322.1623,11615.894,81.45003,20.789026,6208.1846,34.511463,60.80804061889648,1.6519229412078855,309.1264953613281,11206.7001953125,82.43229675292969,30.531856536865234,6197.919921875,33.88152313232422,40.0,40.0,20.0,10.0,10.0,30.0,20.0,40.0,30.0
2023-12-07 23:00:00,52.5861,52.586000000000006,2021-12-09 19:00:00,9.999999999621424e-05,63.609425,1.8902364,321.25864,11129.187,81.24233,20.535807,6171.985,34.649372,66.7893295288086,2.053515672683716,310.4715576171875,11547.015625,80.94214630126953,14.480157852172852,5710.78564453125,32.04729080200195,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-08 00:00:00,52.941833,52.936057142857145,2021-12-08 20:00:00,0.0057758571428578,63.907948,1.8454801,327.11935,11321.1455,81.628105,20.612032,6269.6904,34.807816,66.99407196044922,2.079941511154175,311.4927673339844,11609.439453125,81.45074462890625,14.57911491394043,5632.501953125,31.94545555114746,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
2023-12-08 01:00:00,52.709465,52.703,2021-12-09 07:00:00,0.0064649999999986,64.05265,1.8451408,320.15985,11015.835,82.48426,20.399529,6210.26,34.65244,66.733642578125,2.066075801849365,309.8409729003906,11584.0068359375,81.11363220214844,14.467118263244627,5650.9541015625,31.996057510375977,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
2023-12-08 02:00:00,52.805634,52.80065,2022-04-29 15:00:00,0.0049840000000003,64.31469,1.8433034,321.79666,11514.597,81.20218,20.891308,6153.414,34.894974,64.91426086425781,1.97335422039032,316.88983154296875,11498.744140625,82.44969177246094,19.81292533874512,5874.64892578125,32.760135650634766,20.0,20.0,20.0,10.0,10.0,50.0,20.0,40.0,40.0
2023-12-08 03:00:00,52.867558,52.8725,2021-12-10 16:00:00,0.0049419999999997,63.9684,1.8406583,320.6817,11290.396,81.396324,20.944025,6225.0903,34.79098,66.58114624023438,2.0639681816101074,311.37799072265625,11598.0400390625,81.23332214355469,14.376312255859377,5653.615234375,32.033145904541016,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
2023-12-08 04:00:00,52.93388,52.936057142857145,2021-12-08 20:00:00,0.0021771428571426,64.416275,1.8552579,318.74545,11297.083,81.18231,20.454239,6257.9697,34.787045,66.99407196044922,2.079941511154175,311.4927673339844,11609.439453125,81.45074462890625,14.57911491394043,5632.501953125,31.94545555114746,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
2023-12-08 05:00:00,52.80699,52.80065,2022-04-29 15:00:00,0.0063400000000015,64.95934,1.8678195,324.12897,11290.485,81.385345,20.750381,6178.266,34.6581,64.91426086425781,1.97335422039032,316.88983154296875,11498.744140625,82.44969177246094,19.81292533874512,5874.64892578125,32.760135650634766,20.0,20.0,20.0,10.0,10.0,50.0,20.0,40.0,40.0
2023-12-08 06:00:00,52.723885,52.726200000000006,2021-12-10 22:00:00,0.0023150000000029,64.95458,1.9249359,322.98404,11244.322,81.27804,20.89016,6129.172,34.898693,66.34314727783203,2.0328731536865234,313.7510070800781,11516.103515625,80.9198989868164,15.040997505187988,5780.81591796875,32.15116500854492,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-08 07:00:00,52.07315,52.09933333333333,2021-12-09 21:00:00,0.0261833333333285,64.33462,1.846696,316.7683,10722.74,81.49963,20.925524,6270.0596,34.84774,66.30712890625,2.029680728912353,311.4342041015625,11462.96484375,80.46721649169922,14.82177734375,5812.783203125,32.1546745300293,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-08 08:00:00,52.781902,52.78848333333334,2021-12-10 10:00:00,0.0065813333333366,63.69696,1.8462708,324.61765,11017.449,81.541176,20.874372,6144.2495,34.978844,66.9874267578125,2.0638229846954346,312.0824279785156,11553.4482421875,81.01661682128906,14.623635292053224,5699.52685546875,32.007957458496094,20.0,20.0,40.0,0.0,0.0,30.0,10.0,30.0,40.0
2023-12-08 09:00:00,52.72203,52.7205,2021-12-10 05:00:00,0.0015299999999953,63.926533,1.8381371,320.54358,11036.267,81.382965,20.851065,6133.0405,34.99012,66.75755310058594,2.057334899902344,310.4773254394531,11558.8056640625,81.04081726074219,14.458260536193848,5684.48193359375,32.03485870361328,20.0,20.0,40.0,0.0,0.0,30.0,10.0,30.0,40.0
2023-12-08 10:00:00,52.354782,52.355,2021-12-09 00:00:00,0.0002179999999967,64.95348,1.8384598,329.36047,11264.113,81.78073,20.871666,6249.6865,34.52697,66.883056640625,2.0672831535339355,311.9105834960937,11580.431640625,81.14645385742188,14.59656810760498,5685.19580078125,32.001895904541016,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
2023-12-08 11:00:00,52.260605,52.26538333333334,2021-12-11 07:00:00,0.0047783333333413,65.3262,1.8303499,317.53674,11057.074,81.070305,20.66786,6297.7207,34.81899,66.14827728271484,2.02283787727356,311.0433959960937,11522.388671875,80.89861297607422,14.683258056640623,5720.833984375,32.17407989501953,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-08 12:00:00,52.10535,52.09933333333333,2021-12-09 21:00:00,0.0060166666666745,64.833786,1.842762,320.6215,10788.638,81.37626,20.856699,6344.8223,35.173977,66.30712890625,2.029680728912353,311.4342041015625,11462.96484375,80.46721649169922,14.82177734375,5812.783203125,32.1546745300293,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-08 13:00:00,52.18525,52.187783333333336,2021-12-10 03:00:00,0.0025333333333321,64.34155,1.7693129,320.40787,10937.382,81.30272,21.02519,6340.284,34.980415,66.4210433959961,2.0255255699157715,311.9026184082031,11497.1943359375,80.93058776855469,14.916033744812012,5751.93603515625,32.167049407958984,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
2023-12-08 14:00:00,52.199986,52.187783333333336,2021-12-10 03:00:00,0.012202666666667,63.72458,1.8387084,325.82373,10844.68,81.258484,21.020884,6276.7617,34.908848,66.4210433959961,2.0255255699157715,311.9026184082031,11497.1943359375,80.93058776855469,14.916033744812012,5751.93603515625,32.167049407958984,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-08 15:00:00,51.81426,51.82321666666667,2022-05-06 11:00:00,0.0089566666666698,63.784904,1.7971294,324.8253,10787.97,81.52512,20.758738,6399.7393,35.372982,60.54068374633789,1.6062557697296145,310.3760986328125,11004.681640625,81.32258605957031,30.009849548339844,6379.67822265625,34.940895080566406,40.0,40.0,20.0,10.0,10.0,30.0,20.0,40.0,30.0
2023-12-08 16:00:00,51.97657,52.09933333333333,2021-12-09 21:00:00,0.1227633333333244,64.750565,1.8476815,320.15897,10877.206,81.05083,20.678785,6261.521,34.84561,66.30712890625,2.029680728912353,311.4342041015625,11462.96484375,80.46721649169922,14.82177734375,5812.783203125,32.1546745300293,20.0,20.0,30.0,0.0,0.0,40.0,20.0,40.0,50.0
2023-12-08 17:00:00,51.81364,51.82321666666667,2022-05-06 11:00:00,0.0095766666666676,63.883488,1.8591703,316.689,11260.188,81.14468,20.760458,6374.862,35.052376,60.54068374633789,1.6062557697296145,310.3760986328125,11004.681640625,81.32258605957031,30.009849548339844,6379.67822265625,34.940895080566406,40.0,40.0,20.0,10.0,10.0,30.0,20.0,40.0,30.0
2023-12-08 18:00:00,51.890335,51.84571666666667,2021-12-11 04:00:00,0.0446183333333323,63.765522,1.6986281,323.44748,10995.082,81.37761,20.987083,6307.337,35.454414,65.88935089111328,2.0130622386932373,311.5888671875,11493.4609375,80.7845230102539,14.852094650268556,5767.43310546875,32.2483024597168,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
2023-12-08 19:00:00,52.353928,52.35391666666666,2021-12-08 22:00:00,1.1333333340246554e-05,64.79042,1.8406686,320.60733,11153.346,81.45579,20.876171,6345.937,34.931618,66.22030639648438,2.051413059234619,308.2308959960937,11551.078125,80.98178100585938,14.646148681640623,5686.126953125,32.08433532714844,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
2023-12-08 20:00:00,51.4535,51.57633333333333,2021-12-11 03:00:00,0.1228333333333324,65.0029,1.8603723,324.08035,11332.611,80.95724,20.738245,6363.0264,35.238758,65.4750747680664,1.9885523319244385,313.8249816894531,11441.3447265625,80.54634094238281,15.34148120880127,5840.994140625,32.383323669433594,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-08 21:00:00,51.341633,51.25066666666667,2021-12-11 09:00:00,0.0909663333333341,63.92955,1.7588122,321.4882,10871.746,80.91129,20.5157,6328.3403,35.48419,66.59825897216797,2.02422308921814,315.8409423828125,11492.3134765625,81.09812927246094,15.131165504455566,5776.13427734375,32.14996719360352,0.0,0.0,20.0,0.0,0.0,10.0,10.0,30.0,30.0
2023-12-08 22:00:00,51.43421,51.57633333333333,2021-12-11 03:00:00,0.1421233333333305,65.1174,1.805562,316.51025,11187.067,80.93336,20.707315,6351.617,34.952824,65.4750747680664,1.9885523319244385,313.8249816894531,11441.3447265625,80.54634094238281,15.34148120880127,5840.994140625,32.383323669433594,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-08 23:00:00,51.227722,51.25066666666667,2021-12-11 09:00:00,0.0229446666666675,64.27555,1.8417425,319.1189,11470.58,81.51653,20.816885,6363.767,35.770782,66.59825897216797,2.02422308921814,315.8409423828125,11492.3134765625,81.09812927246094,15.131165504455566,5776.13427734375,32.14996719360352,0.0,0.0,10.0,0.0,0.0,20.0,20.0,40.0,40.0
2023-12-09 00:00:00,52.28629,52.29866666666667,2021-12-09 13:00:00,0.0123766666666682,63.90729,1.8030384,314.93314,11071.129,80.90241,20.927969,6426.944,35.779896,66.49488830566406,2.049614429473877,312.1085205078125,11532.41796875,80.8495101928711,15.055814743041992,5753.60302734375,32.06625747680664,0.0,0.0,20.0,0.0,0.0,10.0,10.0,30.0,30.0
2023-12-09 01:00:00,51.70854,51.77163333333333,2021-12-11 06:00:00,0.0630933333333274,64.627846,1.809842,323.83075,11062.23,81.04772,20.437918,6398.3257,35.216713,65.66084289550781,1.9823695421218872,311.5307922363281,11437.015625,80.63908386230469,15.224496841430664,5809.96240234375,32.38654708862305,10.0,10.0,20.0,0.0,0.0,30.0,20.0,30.0,40.0
2023-12-09 02:00:00,51.761833,51.77163333333333,2021-12-11 06:00:00,0.0098003333333238,64.33144,1.6799182,321.99515,10976.667,81.0304,20.894072,6488.331,34.857788,65.66084289550781,1.9823695421218872,311.5307922363281,11437.015625,80.63908386230469,15.224496841430664,5809.96240234375,32.38654708862305,10.0,10.0,30.0,0.0,0.0,20.0,10.0,20.0,30.0
